uid,ltv,amount,rank,max_rarity_chara_num,max_skill_num,multi_battle_num
26164603,0,0,1,0,0,1
22110774,0,0,19,0,0,0
26318061,0,0,4,0,0,4
16020526,21600,0,43,0,2,1
8851095,0,0,18,0,0,2
26264558,0,0,5,0,0,5
25670971,0,0,1,0,0,1
24842957,0,0,10,0,0,3
26292079,0,0,14,0,0,54
25492686,0,0,0,0,0,0
26287512,0,0,0,0,0,0
11337747,0,0,30,0,0,29
25957205,0,0,1,0,0,1
23427295,0,0,12,0,0,0
13694086,0,0,43,0,2,34
14129327,0,0,33,1,0,2
23026518,0,0,23,0,0,69
24206097,0,0,28,0,6,70
14095941,0,0,60,1,8,109
26240936,0,0,21,0,0,24
25245251,0,0,12,0,0,14
10749926,0,0,6,0,0,0
13301129,0,0,16,0,0,0
8871359,28760,0,32,0,0,0
24270330,0,0,13,0,0,0
9408359,0,0,11,0,0,0
25273755,600,600,43,0,38,1066
12374149,0,0,7,0,0,0
23763344,0,0,17,0,0,52
18863740,0,0,32,0,1,101
8777644,0,0,27,0,0,3
8354431,0,0,28,0,0,3
25422812,0,0,6,0,0,4
13091822,0,0,35,0,0,0
21880132,5400,5400,43,0,17,511
10655990,0,0,67,0,32,271
24489434,0,0,8,0,0,0
23086125,29960,29960,53,0,43,1147
10254479,0,0,36,0,1,108
18974417,16200,5400,17,0,0,0
20248726,0,0,27,0,0,55
25661984,0,0,5,0,0,1
19167039,79280,25400,47,0,14,336
25248780,20400,20400,33,0,7,347
23061996,0,0,2,0,0,0
24501951,0,0,38,0,16,570
13159323,0,0,45,0,2,139
23179260,0,0,19,0,0,18
11440490,0,0,86,1,75,1374
14315923,19680,0,45,0,0,15
25746140,0,0,6,0,0,14
23378802,0,0,1,0,0,0
10741541,0,0,77,2,77,920
22206085,0,0,17,0,0,23
24617471,0,0,9,0,0,7
21999014,0,0,19,0,0,0
19367736,0,0,25,0,0,136
12712689,29400,13640,82,1,75,1269
26237069,0,0,22,0,0,15
25372370,0,0,0,0,0,0
24602408,0,0,20,0,0,97
21246484,0,0,19,0,0,0
14998100,0,0,44,1,3,0
9091111,0,0,19,0,0,0
21672528,0,0,21,0,0,2
25292252,0,0,1,0,0,1
11150866,0,0,11,0,0,0
10848134,0,0,9,0,0,0
26415063,0,0,1,0,0,1
22583190,0,0,44,0,21,673
9956852,0,0,7,0,0,0
24654077,0,0,3,0,0,0
22338688,0,0,19,0,0,0
14436330,0,0,33,0,0,5
11636905,17040,4000,34,0,1,26
22032609,0,0,6,0,0,0
21121967,3680,3680,50,0,16,1194
14652915,0,0,44,0,4,38
21560497,0,0,20,0,0,8
19757936,0,0,20,0,0,1
25469749,0,0,1,0,0,1
25907395,0,0,2,0,0,1
11700810,0,0,19,0,0,0
26128080,0,0,1,0,0,1
14073343,13400,2840,78,2,73,689
11186179,0,0,15,0,0,0
20934153,0,0,10,0,0,1
21153782,0,0,5,0,0,0
25261032,0,0,1,0,0,1
26280336,0,0,1,0,0,1
25463298,0,0,0,0,0,0
25952131,0,0,1,0,0,1
12074207,0,0,5,0,0,0
13427123,0,0,29,0,0,0
16279025,0,0,23,0,0,116
20549067,0,0,34,0,3,205
9710874,0,0,26,0,1,4
15263978,0,0,34,0,0,23
25278251,0,0,1,0,0,1
25835199,0,0,21,0,1,195
21538912,0,0,17,0,0,0
21536683,0,0,14,0,0,0
16475289,0,0,19,0,0,9
23501740,0,0,26,0,4,29
26076865,0,0,1,0,0,1
21959090,0,0,12,0,0,0
21798771,0,0,7,0,0,0
18998064,0,0,17,0,0,2
25389162,0,0,1,0,0,1
22055397,30800,0,31,0,4,15
20419386,0,0,10,0,0,0
25871065,0,0,0,0,0,0
12727950,0,0,8,0,0,0
25479238,0,0,0,0,0,0
24988770,0,0,27,0,0,183
14685801,0,0,23,0,0,15
12026326,0,0,34,0,0,121
25423566,0,0,0,0,0,0
25667611,0,0,0,0,0,0
26486556,0,0,15,0,0,0
26353295,0,0,32,0,0,102
25985790,0,0,1,0,0,1
14351029,0,0,32,0,0,0
20770152,0,0,40,0,16,373
17333363,0,0,57,0,39,675
26258855,0,0,20,0,4,98
24357590,0,0,40,0,4,459
26442017,0,0,3,0,0,1
8911879,0,0,9,0,0,0
20934061,0,0,24,0,0,0
26327124,0,0,0,0,0,0
23594115,0,0,5,0,0,0
24877048,9600,19200,48,0,36,1383
14308951,0,0,31,0,0,0
19332102,30200,0,32,0,1,0
16413704,70440,0,46,0,0,24
18569724,0,0,31,0,1,57
8916960,0,0,57,0,37,435
25942895,0,0,1,0,0,1
15535201,0,0,23,0,0,3
25932211,0,0,1,0,0,4
9170122,0,0,35,0,2,39
23091067,0,0,24,0,0,94
18948862,0,0,32,0,2,36
22049079,0,0,32,0,11,9
11804466,0,0,43,0,0,14
26094386,0,0,1,0,0,1
18704005,0,0,12,0,0,10
14237797,140080,48440,57,1,20,270
9234687,0,0,4,0,0,0
26312301,0,0,0,0,0,0
26318789,0,0,5,0,0,1
24366285,0,0,9,0,0,26
8805289,38320,5400,58,1,3,317
26021925,0,0,1,0,0,1
13154253,39320,0,53,0,10,195
21729861,0,0,6,0,0,0
21659805,0,0,6,0,0,0
8935146,82680,0,36,0,1,0
11625612,0,0,16,0,0,15
26232615,0,0,0,0,0,0
12846152,5800,5800,29,0,8,282
8985203,0,0,36,0,1,38
25761037,0,0,1,0,0,0
25491385,0,0,10,0,0,24
10361544,0,0,1,0,0,0
25756438,0,0,1,0,0,1
19918823,0,0,49,0,12,271
25642252,0,0,10,0,0,5
13925173,0,0,26,0,0,2
22893757,0,0,1,0,0,0
10839457,0,0,7,0,0,0
20435137,0,0,40,0,6,49
9650890,0,0,20,0,0,0
26289917,0,0,3,0,0,2
25255382,0,0,1,0,0,1
9224268,0,0,15,0,0,0
26285658,0,0,0,0,0,0
26342428,0,0,2,0,0,1
13617730,0,0,38,0,1,126
25784722,0,0,0,0,0,0
24934001,0,0,1,0,0,0
22449773,0,0,11,0,0,0
10336247,0,0,29,0,0,34
9877726,0,0,15,0,0,0
14676755,0,0,11,0,0,0
25832070,0,0,0,0,0,0
20346701,0,0,15,0,0,13
23116171,0,0,17,0,0,40
26420582,0,0,0,0,0,0
19263652,23400,0,19,0,0,1
21516181,0,0,2,0,0,0
12548262,0,0,29,0,0,61
24834503,0,0,18,0,1,5
13155025,120,120,16,0,0,32
13108899,0,0,26,0,0,74
20052517,0,0,24,0,2,93
26414038,0,0,1,0,0,1
9877241,12000,0,30,0,1,17
25576202,0,0,1,0,0,1
10543391,2120,0,51,0,2,119
13798182,0,0,18,0,0,0
23754727,0,0,16,0,0,0
25494119,0,0,1,0,0,1
26222850,0,0,13,0,0,4
15091098,0,0,40,0,0,0
8795078,0,0,21,0,0,0
12927265,8320,0,19,0,0,0
22717644,86160,64560,55,0,26,1480
23023776,0,0,29,0,0,25
16210256,0,0,52,0,19,439
22643172,0,0,24,0,0,48
13437279,0,0,25,0,0,0
13336273,141240,0,56,1,10,0
8634154,0,0,26,0,1,1
25328161,0,0,1,0,0,1
22938086,0,0,8,0,0,18
16255998,0,0,45,0,5,202
25579774,0,0,0,0,0,0
23473311,0,0,12,0,0,3
8615606,0,0,33,0,0,0
23671254,0,0,15,0,0,3
25809192,0,0,5,0,0,1
22243355,0,0,28,0,0,55
25371172,0,0,1,0,0,1
25257953,0,0,0,0,0,0
14982090,0,0,11,0,0,0
10239295,0,0,23,0,0,0
23260113,0,0,13,0,0,14
22753139,0,0,20,0,0,5
13434949,16200,5680,18,0,0,7
10836806,0,0,36,0,0,0
25375973,0,0,1,0,0,1
26386020,0,0,0,0,0,0
24744149,0,0,24,0,4,59
25353741,0,0,0,0,0,0
22726717,0,0,20,0,0,95
25271173,0,0,1,0,0,1
25966592,0,0,14,0,0,68
9678601,0,0,18,0,0,14
25586601,0,0,4,0,0,1
25870433,0,0,1,0,0,1
8403032,0,0,30,0,1,27
21548055,0,0,16,0,0,0
22249252,0,0,24,0,0,88
17636469,0,0,24,0,0,8
25994656,0,0,1,0,0,1
25357950,0,0,0,0,0,0
26035974,0,0,1,0,0,1
15361525,3480,960,29,0,0,46
25502741,0,0,2,0,0,2
25911210,0,0,8,0,0,4
19906895,0,0,24,0,0,5
20082436,0,0,36,0,1,82
25378604,0,0,1,0,0,1
22035873,0,0,12,0,0,6
10932723,0,0,19,0,0,0
26265026,0,0,1,0,0,1
21781505,0,0,29,0,2,0
17305220,0,0,28,0,0,2
23985137,4000,4000,21,0,2,11
13423735,0,0,42,0,4,187
25427580,0,0,1,0,0,1
26344480,0,0,1,0,0,0
25955669,0,0,1,0,0,1
21076391,0,0,19,0,0,2
14459056,0,0,93,0,90,1403
20344231,0,0,31,0,1,0
18907565,2880,0,17,0,0,0
23787848,0,0,20,0,0,103
25853671,0,0,5,0,0,1
13458536,720,0,11,0,0,0
22047391,0,0,6,0,0,0
20826609,0,0,22,0,0,1
26050208,0,0,1,0,0,0
26177028,0,0,0,0,0,0
12706116,0,0,41,0,1,70
25780570,0,0,1,0,0,1
26289242,0,0,1,0,0,1
23416528,0,0,13,0,0,0
23830430,0,0,16,0,0,1
10859081,0,0,27,0,0,41
23716804,0,0,11,0,0,0
13021268,0,0,8,0,0,0
20767886,0,0,11,0,0,0
15313990,0,0,37,0,2,196
10311946,0,0,41,0,0,253
25816714,30800,30800,29,0,2,183
10978981,0,0,41,0,5,106
25582518,0,0,11,0,0,1
11958818,0,0,60,1,24,267
12279964,35000,0,34,0,0,0
22574110,0,0,28,0,2,14
24038582,9120,0,30,0,2,0
9576042,0,0,12,0,0,1
14150474,14840,0,25,0,0,0
20223726,0,0,6,0,0,0
9227823,4040,0,16,0,0,1
10357719,0,0,1,0,0,0
9988597,0,0,13,0,0,0
25673463,0,0,0,0,0,0
16856728,0,0,48,0,11,58
26365029,0,0,1,0,0,1
9179554,0,0,20,0,0,0
22903942,0,0,46,0,44,879
25859579,0,0,1,0,0,0
21533604,0,0,11,0,0,0
16983742,0,0,22,0,0,0
17619260,0,0,9,0,0,1
21805601,0,0,23,0,1,44
8807399,0,0,29,0,0,13
25848550,0,0,0,0,0,0
26366119,0,0,0,0,0,0
25804910,0,0,0,0,0,0
10683883,0,0,25,0,0,0
26345823,0,0,1,0,0,1
22472180,0,0,11,0,0,1
13951031,0,0,45,0,2,317
15060493,0,0,35,0,0,5
20396343,0,0,13,0,0,0
22754353,0,0,7,0,0,0
25405052,0,0,11,0,0,25
17248014,0,0,18,0,0,11
21123702,10800,0,16,0,0,15
26163945,0,0,2,0,0,1
18782301,2840,0,26,0,0,0
12062689,0,0,44,0,10,156
24926808,0,0,10,0,0,2
8759822,0,0,32,0,0,0
16131075,0,0,1,0,0,0
26187959,0,0,28,0,2,173
25672125,0,0,3,0,0,2
25482294,0,0,0,0,0,0
16318447,120,0,19,0,0,0
9270731,0,0,7,0,0,0
15698571,0,0,49,1,13,83
25765736,0,0,1,0,0,1
19198388,0,0,31,0,3,0
26421450,0,0,0,0,0,0
25669648,0,0,1,0,0,1
25774016,0,0,0,0,0,0
26429420,0,0,1,0,0,1
26293521,0,0,0,0,0,0
25520089,0,0,1,0,0,0
8349253,0,0,39,0,0,151
24593488,0,0,8,0,0,0
22414639,0,0,20,0,0,25
26039881,0,0,9,0,0,2
14198603,0,0,19,0,0,2
26271705,0,0,0,0,0,0
25643911,0,0,1,0,0,1
23878102,0,0,14,0,0,0
20201615,0,0,23,0,1,20
26354249,0,0,16,0,0,1
26181741,0,0,1,0,0,0
14315873,0,0,1,0,0,0
22807974,0,0,4,0,0,0
25370703,0,0,23,0,0,1
25995220,0,0,1,0,0,1
8865228,0,0,53,0,3,311
24018454,0,0,7,0,0,0
10672189,0,0,48,0,13,0
21255296,5000,0,34,0,0,118
8787821,0,0,40,0,0,0
21120033,0,0,19,0,0,0
26350270,0,0,0,0,0,0
10463622,0,0,1,0,0,0
26010266,0,0,1,0,0,1
25364382,0,0,0,0,0,0
13570901,23640,0,60,0,29,948
26390151,0,0,1,0,0,1
19087342,0,0,57,0,24,553
19855461,2120,2120,33,0,3,249
19561164,11000,0,30,0,0,15
9138630,0,0,7,0,0,0
26402789,0,0,2,0,0,1
26359652,0,0,0,0,0,0
26008197,0,0,0,0,0,0
25496723,0,0,0,0,0,0
24054539,0,0,4,0,0,4
12154755,0,0,42,0,5,70
10550436,0,0,15,0,0,0
25320080,0,0,1,0,0,1
20488497,0,0,1,0,0,0
13281437,9800,0,49,0,0,4
19618337,0,0,2,0,0,0
26360885,0,0,9,0,0,2
20293671,112600,15600,51,0,7,379
25296410,0,0,1,0,0,1
12030122,0,0,11,0,0,5
12692267,63720,0,54,0,11,2
9363330,0,0,15,0,0,0
22409050,0,0,11,0,0,0
15424187,0,0,19,0,0,0
26024742,0,0,1,0,0,1
17720314,0,0,11,0,0,0
26225132,0,0,1,0,0,1
26104436,0,0,1,0,0,1
21241847,0,0,20,0,0,9
15924369,0,0,29,0,0,7
24450732,0,0,2,0,0,0
16327415,0,0,43,0,3,145
22507394,0,0,8,0,0,0
18578081,0,0,29,0,0,77
24269015,0,0,9,0,0,0
20712531,0,0,15,0,0,0
25953133,0,0,5,0,0,7
22749787,0,0,5,0,0,0
23137943,120,0,17,0,0,2
12480796,0,0,21,0,0,0
13090853,0,0,21,0,0,0
25318000,0,0,3,0,0,1
8991335,0,0,45,0,0,16
23522650,0,0,13,0,0,0
12547084,0,0,5,0,0,0
10082491,17280,0,22,0,0,0
19181530,0,0,20,0,0,0
11684076,0,0,20,0,0,0
26315956,0,0,0,0,0,0
16911983,2000,0,14,0,0,0
26221720,0,0,18,0,0,1
15033528,0,0,6,0,0,0
25994554,0,0,1,0,0,1
25457736,0,0,0,0,0,0
11450515,120,0,60,1,2,134
9768983,0,0,9,0,0,0
26045135,0,0,0,0,0,0
26234220,0,0,0,0,0,0
26408348,0,0,1,0,0,1
26363402,0,0,1,0,0,1
21852412,0,0,7,0,0,0
26245600,0,0,9,0,0,4
13274546,0,0,15,0,0,0
9922328,6320,0,30,0,0,3
26266872,0,0,1,0,0,1
8717787,0,0,12,0,0,0
22229289,19960,9480,34,0,6,333
13577277,15680,0,38,0,1,289
20904816,10800,0,21,0,0,0
9035390,37560,7800,63,0,29,383
26308345,0,0,1,0,0,0
13923985,0,0,56,0,24,393
10398151,10800,0,59,0,33,408
23709281,0,0,27,0,3,0
25741517,0,0,1,0,0,1
25878153,0,0,1,0,0,1
22136938,0,0,36,0,14,568
17822541,0,0,21,0,0,5
22494776,0,0,17,0,0,1
12588928,0,0,37,0,4,2
17086956,120,0,23,0,0,4
25492585,0,0,3,0,0,1
22652961,0,0,4,0,0,0
24765323,0,0,1,0,0,0
25004447,0,0,33,0,7,362
14456479,0,0,59,1,23,540
22536322,0,0,13,0,0,0
11128910,14120,0,23,0,0,0
24943364,0,0,7,0,0,0
26237409,0,0,2,0,0,3
11440082,0,0,38,0,0,66
25692500,0,0,1,0,0,1
22004074,960,0,18,0,0,3
19994858,0,0,13,0,0,0
9059380,0,0,32,0,0,0
10838133,62440,0,46,0,10,3
20259092,0,0,23,0,0,0
9414573,0,0,17,0,0,0
8802830,45200,0,72,1,58,618
23340390,0,0,5,0,0,0
13700908,0,0,63,0,19,408
12019534,10582,0,58,1,14,28
25328534,29960,29960,41,0,24,1139
26344040,0,0,0,0,0,0
26284787,0,0,1,0,0,1
24723481,0,0,9,0,0,0
26012120,0,0,1,0,0,1
10243730,0,0,51,0,13,0
25868876,0,0,1,0,0,1
26317211,0,0,3,0,0,1
8398739,12600,0,24,0,0,2
25878295,0,0,19,0,0,97
21526384,0,0,7,0,0,0
16909311,0,0,31,0,1,0
13413591,0,0,14,0,0,0
25960951,0,0,2,0,0,3
26480875,0,0,1,0,0,0
14244610,0,0,34,0,8,440
9824327,0,0,12,0,0,0
8768758,0,0,41,0,2,84
10116252,243600,5400,50,0,15,433
14804406,32400,0,51,1,24,164
18577045,0,0,6,0,0,1
22856382,0,0,12,0,0,0
25136998,0,0,21,0,0,43
11899670,0,0,0,0,0,0
10874186,0,0,21,0,0,2
8742697,0,0,28,0,0,7
13874282,0,0,13,0,0,3
26360566,0,0,1,0,0,1
26232376,0,0,2,0,0,1
10882136,0,0,11,0,0,0
25433742,0,0,1,0,0,2
23695384,0,0,30,0,0,183
25486367,2840,2840,24,0,0,190
13393113,0,0,26,0,0,0
14477959,0,0,61,0,30,688
11482451,0,0,45,0,1,156
15149877,0,0,1,0,0,0
9793935,840,0,46,0,10,127
14988286,0,0,58,1,12,469
8579167,0,0,17,0,0,7
8578701,0,0,21,0,0,0
12654833,0,0,15,0,0,0
22543605,0,0,4,0,0,0
26099959,0,0,1,0,0,1
13681021,0,0,28,0,0,0
24601355,0,0,3,0,0,0
11653546,120,0,16,0,0,0
25947182,0,0,11,0,0,3
13030801,0,0,74,3,65,708
23193133,0,0,32,0,1,400
14218560,103280,11120,67,0,19,827
21396087,0,0,14,0,0,1
26018725,0,0,2,0,0,1
25647859,0,0,0,0,0,0
19458845,0,0,28,0,0,30
18540807,0,0,10,0,0,0
23658463,14160,10240,57,0,46,1934
21884762,0,0,15,0,0,0
8964526,2840,2840,60,1,39,634
21783846,0,0,6,0,0,0
20769557,0,0,0,0,0,0
21858810,0,0,5,0,0,0
13871850,0,0,21,0,0,0
8969968,0,0,29,0,1,12
15982558,0,0,1,0,0,0
24353844,0,0,6,0,0,0
12374229,47360,16200,40,0,4,61
25943785,0,0,2,0,0,1
22915165,0,0,31,0,4,2
15548202,0,0,16,0,0,0
25389721,0,0,0,0,0,0
23711439,0,0,16,0,0,0
26059139,0,0,4,0,0,1
23216513,1560,1560,32,0,2,136
10694733,6080,0,27,0,0,1
16665383,13280,0,32,0,1,42
25890062,0,0,0,0,0,0
26335112,0,0,1,0,0,1
26371424,0,0,18,0,0,51
10230792,66320,0,28,0,0,0
20480306,0,0,33,0,0,92
25447678,0,0,7,0,0,5
14326768,0,0,40,0,0,6
10203965,4840,0,49,0,5,256
26187398,0,0,3,0,0,2
25808285,0,0,1,0,0,1
25878463,0,0,0,0,0,0
19952471,0,0,65,0,37,1119
14112955,0,0,35,0,2,135
16976634,0,0,42,0,5,112
10651454,0,0,42,0,17,596
12875739,0,0,23,0,0,9
22273315,0,0,29,0,2,0
26251510,0,0,1,0,0,1
26309734,0,0,1,0,0,1
26010903,0,0,2,0,0,1
17101953,4760,3800,64,1,33,415
14396223,0,0,14,0,0,0
14445305,0,0,18,0,0,0
18741025,0,0,23,0,0,55
9592573,0,0,16,0,0,0
23762523,0,0,7,0,0,1
25943335,0,0,0,0,0,0
26391493,0,0,10,0,0,1
8773663,51800,0,79,2,59,342
26435857,0,0,6,0,0,11
14639118,91840,0,46,0,0,0
25841820,0,0,0,0,0,0
14221614,0,0,19,0,0,0
25177731,0,0,1,0,0,0
22570645,0,0,15,0,0,0
14510420,3800,2520,35,0,1,6
15497717,0,0,32,0,0,38
22844204,15760,15760,64,0,38,1664
24376217,0,0,14,0,0,0
10864525,74680,0,61,0,19,2
25029568,0,0,30,0,1,162
25901750,0,0,1,0,0,1
9238465,0,0,36,0,0,15
26020518,0,0,1,0,0,0
9001065,41320,5920,35,0,4,119
26306360,0,0,0,0,0,0
21827516,0,0,1,0,0,0
24613155,0,0,30,0,2,342
21620085,0,0,1,0,0,0
20909492,0,0,1,0,0,0
26328339,0,0,1,0,0,1
13783843,0,0,7,0,0,0
26202608,0,0,1,0,0,0
14682549,0,0,10,0,0,0
25648633,0,0,13,0,0,5
24225195,0,0,6,0,0,0
17004491,0,0,22,0,0,0
26408024,0,0,1,0,0,1
25118311,0,0,15,0,0,32
24103519,35360,29840,41,0,9,592
16222737,0,0,17,0,0,20
23681665,0,0,11,0,0,0
14783007,0,0,62,1,21,356
25473867,0,0,37,0,17,496
13885260,20600,0,27,0,0,0
18484064,0,0,0,0,0,0
8429194,11800,0,57,0,9,175
9177552,0,0,43,0,1,34
9687465,163200,0,36,0,1,0
25256427,0,0,0,0,0,0
22118735,0,0,21,0,0,23
23355315,0,0,9,0,0,0
18951570,144200,0,44,0,8,0
23487793,0,0,19,0,0,14
22030736,0,0,23,0,0,13
23168481,0,0,7,0,0,0
24518404,0,0,43,0,15,504
26070174,0,0,3,0,0,1
8373091,313600,127040,80,1,84,1553
11575493,0,0,8,0,0,0
10651047,0,0,18,0,0,9
13501718,0,0,38,0,0,7
19608690,17320,13520,63,0,11,1153
9628670,0,0,17,0,0,0
21674053,0,0,6,0,0,0
21111802,0,0,25,0,1,0
25934032,0,0,8,0,0,1
26083048,0,0,0,0,0,0
22456688,29960,29960,38,0,22,606
26311852,0,0,0,0,0,0
15491318,0,0,63,0,9,369
19368297,28120,0,33,0,2,26
26353243,0,0,1,0,0,1
25134773,0,0,5,0,0,0
25703929,0,0,0,0,0,0
25605969,0,0,6,0,0,2
26364159,0,0,1,0,0,1
26204332,0,0,23,0,0,126
20712177,10560,0,20,0,0,14
13667810,0,0,63,1,14,33
26361218,0,0,0,0,0,0
25371425,0,0,1,0,0,1
11213723,0,0,31,0,0,0
23253667,0,0,7,0,0,0
11949658,0,0,20,0,0,0
23816386,0,0,12,0,0,8
9067448,11640,0,14,0,0,0
11860647,47880,4000,48,0,7,149
26211113,0,0,1,0,0,1
26406518,0,0,1,0,0,1
11424336,0,0,56,0,32,1025
10835828,0,0,35,0,0,1
25385577,0,0,7,0,0,1
8616879,16148,0,52,0,5,4
23226458,32400,27000,53,0,49,1219
25490383,0,0,0,0,0,0
8598905,0,0,24,0,0,0
26174813,0,0,17,0,0,1
13690111,0,0,14,0,0,2
14173847,0,0,7,0,0,0
14360011,0,0,20,0,0,0
26380552,0,0,1,0,0,1
14171096,0,0,21,0,2,0
22708986,0,0,18,0,0,0
8359229,0,0,28,0,0,35
9003061,0,0,48,1,9,126
15340332,840,0,24,0,0,36
23311357,0,0,5,0,0,0
13018693,44000,5800,59,0,7,218
18641336,0,0,9,0,0,0
23348601,0,0,26,0,0,4
14793631,0,0,20,0,0,0
22819174,35640,9080,25,0,3,131
13836922,4000,0,50,0,2,119
18604122,0,0,39,0,4,122
16334468,0,0,29,0,0,8
8810104,0,0,16,0,0,0
23296099,0,0,6,0,0,0
12890444,10800,0,48,0,3,20
26282064,0,0,1,0,0,1
13111637,16840,0,24,0,0,7
25455855,0,0,5,0,0,2
26065754,0,0,1,0,0,1
26067281,0,0,2,0,0,2
24539274,0,0,6,0,0,0
14651550,0,0,31,0,0,7
15385163,0,0,54,0,21,417
18542678,0,0,32,0,2,102
26312361,0,0,12,0,0,9
25980026,0,0,8,0,0,1
13608493,3920,0,29,0,2,1
14093063,1800,0,31,0,0,1
25444392,0,0,0,0,0,0
25699688,0,0,2,0,0,1
23274377,0,0,12,0,0,1
12942419,0,0,28,0,0,9
16515929,0,0,27,0,1,24
26279310,0,0,2,0,0,1
13072539,0,0,23,0,0,0
12664275,89483,0,64,0,13,32
18443791,5520,0,26,0,0,37
24513023,0,0,9,0,0,0
13429652,0,0,35,0,0,0
12328028,3320,0,15,0,0,0
14464297,0,0,39,0,0,81
12753353,0,0,37,0,0,14
15340907,0,0,3,0,0,0
9653517,0,0,35,0,0,322
12237751,13680,0,29,0,0,0
26368711,0,0,21,0,1,6
8771798,50520,0,50,1,8,52
11515527,0,0,20,0,0,0
25915535,0,0,1,0,0,2
16438990,0,0,54,0,5,334
18739856,0,0,22,0,0,0
25333294,0,0,2,0,0,1
22852554,0,0,23,0,0,37
8761924,0,0,43,0,16,398
10385824,0,0,45,1,2,88
13037480,0,0,12,0,0,4
18581462,0,0,13,0,0,0
26227565,0,0,1,0,0,1
8816990,0,0,40,0,15,370
18393706,4000,0,13,0,0,0
12483018,0,0,1,0,0,0
19982917,0,0,4,0,0,0
14517188,63680,0,47,1,4,69
25999903,0,0,1,0,0,1
18765477,0,0,33,0,1,4
10016548,0,0,19,0,0,1
20713078,48880,0,47,0,19,221
11914705,0,0,15,0,0,0
25773166,0,0,4,0,0,2
17110031,0,0,9,0,0,0
25581563,0,0,1,0,0,1
9199626,0,0,15,0,0,1
13570861,2160,0,27,0,0,9
25585142,0,0,5,0,0,2
23054952,0,0,35,0,4,262
26408516,0,0,17,0,0,27
13736315,0,0,47,0,4,223
15059086,0,0,25,0,2,139
14888300,0,0,4,0,0,0
23928565,0,0,25,0,3,0
13699131,0,0,24,0,0,0
19210888,0,0,26,0,0,27
25672163,0,0,1,0,0,1
22984785,0,0,12,0,0,0
16991234,0,0,31,0,0,14
25925438,0,0,1,0,0,0
13704740,166720,40200,34,0,2,181
9171553,0,0,17,0,0,0
25746804,0,0,1,0,0,0
8570029,0,0,21,0,0,10
21639493,0,0,14,0,0,0
25701172,0,0,0,0,0,0
8487918,0,0,32,0,0,62
25640633,120,120,15,0,0,81
24062090,0,0,18,0,0,0
20951712,9320,0,40,0,17,279
19318121,0,0,4,0,0,0
10280131,0,0,53,1,9,206
13289615,25560,2840,36,0,1,201
12284298,0,0,1,0,0,0
25546467,0,0,6,0,0,6
25816036,0,0,1,0,0,0
9067259,0,0,26,0,0,135
9045586,120,0,43,0,1,61
25021282,0,0,3,0,0,0
20998311,0,0,27,0,1,26
18984593,0,0,7,0,0,0
21937904,2000,2000,31,0,2,422
25938321,0,0,2,0,0,1
8844361,0,0,16,0,0,0
14954067,0,0,14,0,0,13
25341256,0,0,0,0,0,0
9036738,0,0,11,0,0,0
9140109,0,0,8,0,0,0
14480072,0,0,8,0,0,0
25516344,0,0,0,0,0,0
15588298,0,0,1,0,0,0
24554953,0,0,1,0,0,0
12860029,0,0,5,0,0,0
26395526,0,0,4,0,0,3
26370387,0,0,1,0,0,1
8872418,120,0,23,0,0,0
8920360,0,0,27,0,0,0
14414811,0,0,36,0,1,5
25474024,0,0,1,0,0,1
14703608,0,0,23,0,1,0
23327383,0,0,26,0,1,0
25997886,0,0,14,0,0,62
17567359,0,0,4,0,0,0
8322109,326520,20000,71,1,71,616
24475105,0,0,11,0,0,0
11761154,22680,0,44,0,0,0
25291500,0,0,0,0,0,0
16194147,960,0,23,0,0,0
22714535,0,0,11,0,0,0
11170207,0,0,22,0,0,27
22522833,0,0,8,0,0,0
25363012,2360,2360,45,0,30,1474
19763904,960,0,30,0,1,0
26249734,0,0,1,0,0,1
23920065,0,0,36,0,9,460
10596143,0,0,21,0,0,0
26314782,0,0,2,0,0,1
12681653,0,0,11,0,0,0
8603569,0,0,5,0,0,2
23669977,16680,960,23,0,1,3
10539773,53520,14880,47,1,5,48
9558428,0,0,17,0,0,0
8860570,480,0,20,0,0,0
17337892,0,0,19,0,0,0
13258501,0,0,34,0,1,129
26106489,0,0,1,0,0,1
16985791,0,0,55,1,13,68
25934815,0,0,6,0,0,3
21132370,0,0,3,0,0,0
21644033,0,0,8,0,0,0
24956230,0,0,13,0,0,0
23321405,0,0,18,0,0,22
13960899,0,0,26,0,0,0
20928690,0,0,6,0,0,0
26048496,0,0,0,0,0,0
14223714,0,0,19,0,0,0
8439552,0,0,2,0,0,0
15953307,0,0,63,2,26,57
25238795,0,0,6,0,0,0
20819988,0,0,20,0,0,10
26193028,0,0,0,0,0,0
21816510,120,0,25,0,2,81
16447951,0,0,38,0,2,47
22384643,0,0,23,0,0,73
21791083,0,0,22,0,0,4
18967673,0,0,25,0,0,7
10764595,0,0,34,0,0,7
10468214,0,0,22,0,0,0
14822756,0,0,36,0,2,8
13577300,0,0,52,0,7,160
24188726,46520,44520,37,0,9,249
25968766,0,0,8,0,0,3
22784316,0,0,17,0,0,15
14687218,0,0,44,0,79,213
25941362,0,0,1,0,0,1
23705885,9800,9800,11,0,0,23
24037213,0,0,0,0,0,0
14952199,0,0,32,0,1,68
22846056,0,0,10,0,0,0
12500284,0,0,73,0,41,572
25284821,0,0,0,0,0,0
21637345,0,0,30,0,8,106
